comp_id;wine_id;residual_sugar;chlorides;sulphates
3990;3990;16.05;0.04;0.38
3991;3991;5.0;0.053;0.52
3992;3992;12.4;0.043;0.33
3993;3993;0.95;0.041;0.35
3994;3994;4.6;0.041;0.38
3995;3995;1.7;0.033;0.48
3996;3996;1.0;0.104;0.64
3997;3997;1.3;0.044;0.45
3998;3998;2.5;0.142;0.44
3999;3999;2.6;0.036;0.53
4000;4000;2.1;0.102;0.57
4001;4001;12.75;0.034;0.57
4002;4002;1.1;0.037;0.68
4003;4003;3.7;0.045;0.27
4004;4004;2.65;0.041;0.39
4005;4005;2.5;0.046;0.5
4006;4006;8.2;0.055;0.52
4007;4007;7.3;0.054;0.49
4008;4008;1.1;0.047;0.6
4009;4009;6.6;0.056;0.43
4010;4010;7.0;0.038;0.82
4011;4011;14.5;0.038;0.34
4012;4012;11.8;0.035;0.34
4013;4013;3.0;0.054;0.47
4014;4014;6.0;0.035;0.33
4015;4015;4.6;0.039;0.4
4016;4016;2.5;0.059;0.37
4017;4017;3.3;0.034;0.4
4018;4018;1.0;0.036;0.52
4019;4019;1.1;0.036;0.46
4020;4020;1.4;0.036;0.62
4021;4021;8.55;0.02;0.22
4022;4022;6.7;0.034;0.46
4023;4023;3.8;0.037;0.38
4024;4024;4.5;0.039;0.4
4025;4025;4.2;0.043;0.54
4026;4026;11.3;0.043;0.53
4027;4027;5.5;0.025;0.33
4028;4028;4.2;0.029;0.36
4029;4029;2.2;0.042;0.5
4030;4030;14.5;0.045;0.5
4031;4031;1.5;0.03;0.42
4032;4032;18.75;0.047;0.5
4033;4033;3.6;0.03;0.62
4034;4034;1.4;0.035;0.44
4035;4035;5.1;0.041;0.44
4036;4036;10.5;0.03;0.42
4037;4037;2.0;0.043;0.39
4038;4038;2.6;0.051;0.53
4039;4039;9.2;0.061;0.56
4040;4040;1.8;0.044;0.38
4041;4041;5.7;0.044;0.6
4042;4042;2.4;0.045;0.6
4043;4043;1.9;0.038;0.53
4044;4044;1.4;0.039;0.59
4045;4045;0.9;0.043;0.47
4046;4046;4.6;0.06;0.49
4047;4047;1.4;0.057;0.44
4048;4048;1.4;0.065;0.47
4049;4049;2.3;0.051;0.52
4050;4050;2.3;0.039;0.67
4051;4051;4.4;0.184;0.45
4052;4052;6.4;0.035;0.23
4053;4053;2.9;0.046;0.65
4054;4054;2.8;0.047;0.64
4055;4055;8.2;0.044;0.48
4056;4056;1.0;0.043;0.38
4057;4057;2.9;0.044;0.32
4058;4058;7.0;0.046;0.48
4059;4059;1.8;0.04;0.57
4060;4060;1.5;0.043;0.56
4061;4061;7.6;0.047;0.45
4062;4062;2.3;0.039;0.44
4063;4063;8.7;0.029;0.34
4064;4064;6.7;0.032;0.32
4065;4065;5.0;0.032;0.36
4066;4066;1.9;0.033;0.42
4067;4067;2.0;0.022;0.54
4068;4068;8.5;0.037;0.38
4069;4069;12.6;0.039;0.43
4070;4070;5.2;0.039;0.44
4071;4071;2.1;0.048;0.46
4072;4072;1.1;0.047;0.59
4073;4073;1.3;0.032;0.64
4074;4074;1.1;0.042;0.37
4075;4075;9.2;0.058;0.54
4076;4076;1.2;0.036;0.49
4077;4077;1.1;0.036;0.48
4078;4078;8.3;0.043;0.47
4079;4079;1.8;0.042;0.75
4080;4080;1.4;0.047;0.49
4081;4081;15.7;0.05;0.54
4082;4082;4.35;0.04;0.5
4083;4083;1.8;0.039;0.52
4084;4084;1.6;0.037;0.5
4085;4085;2.0;0.047;0.51
4086;4086;5.0;0.035;0.38
4087;4087;1.8;0.042;0.42
4088;4088;1.3;0.036;0.68
4089;4089;1.0;0.038;0.42
4090;4090;1.4;0.049;0.5
4091;4091;8.1;0.048;0.52
4092;4092;8.6;0.046;0.52
4093;4093;3.7;0.059;0.41
4094;4094;5.7;0.047;0.55
4095;4095;2.35;0.034;0.41
4096;4096;13.65;0.048;0.6
4097;4097;15.2;0.046;0.39
4098;4098;4.6;0.05;0.47
4099;4099;1.2;0.048;0.54
4100;4100;6.65;0.059;0.42
4101;4101;13.55;0.048;0.6
4102;4102;9.8;0.058;0.51
4103;4103;10.3;0.057;0.5
4104;4104;6.7;0.055;0.52
4105;4105;9.9;0.047;0.5
4106;4106;7.2;0.06;0.59
4107;4107;1.1;0.034;0.38
4108;4108;8.3;0.034;0.39
4109;4109;11.25;0.032;0.38
4110;4110;12.8;0.038;0.57
4111;4111;9.65;0.026;0.53
4112;4112;12.6;0.048;0.37
4113;4113;12.2;0.033;0.42
4114;4114;1.3;0.033;0.53
4115;4115;1.1;0.033;0.38
4116;4116;4.8;0.033;0.49
4117;4117;1.1;0.032;0.42
4118;4118;1.4;0.033;0.43
4119;4119;1.7;0.041;0.45
4120;4120;10.6;0.039;0.55
4121;4121;5.55;0.051;0.5
4122;4122;2.1;0.034;0.43
4123;4123;9.0;0.047;0.53
4124;4124;1.8;0.05;0.55
4125;4125;4.7;0.03;0.42
4126;4126;11.3;0.046;0.43
4127;4127;3.6;0.04;0.48
4128;4128;6.9;0.045;0.44
4129;4129;4.9;0.046;0.55
4130;4130;6.95;0.044;0.56
4131;4131;1.9;0.037;0.45
4132;4132;1.8;0.096;0.54
4133;4133;11.3;0.026;0.55
4134;4134;8.2;0.026;0.37
4135;4135;8.3;0.026;0.38
4136;4136;9.55;0.036;0.37
4137;4137;8.4;0.03;0.42
4138;4138;7.8;0.048;0.53
4139;4139;7.8;0.047;0.54
4140;4140;10.2;0.032;0.47
4141;4141;5.5;0.042;0.47
4142;4142;7.8;0.052;0.65
4143;4143;7.4;0.037;0.49
4144;4144;3.3;0.054;0.51
4145;4145;5.0;0.028;0.47
4146;4146;5.0;0.024;0.49
4147;4147;1.3;0.034;0.52
4148;4148;1.2;0.037;0.5
4149;4149;9.9;0.041;0.49
4150;4150;0.7;0.051;0.43
4151;4151;4.6;0.032;0.45
4152;4152;5.6;0.036;0.57
4153;4153;9.5;0.042;0.51
4154;4154;14.8;0.05;0.75
4155;4155;2.1;0.031;0.43
4156;4156;11.6;0.032;0.51
4157;4157;1.2;0.03;0.6
4158;4158;20.15;0.06;0.44
4159;4159;4.7;0.059;0.56
4160;4160;4.3;0.026;0.64
4161;4161;14.5;0.051;0.78
4162;4162;4.9;0.034;0.71
4163;4163;14.55;0.047;0.78
4164;4164;10.05;0.039;0.5
4165;4165;15.25;0.047;0.77
4166;4166;3.15;0.044;0.35
4167;4167;1.3;0.037;0.59
4168;4168;5.2;0.076;0.39
4169;4169;1.1;0.034;0.33
4170;4170;7.1;0.041;0.85
4171;4171;8.8;0.052;0.45
4172;4172;18.5;0.057;0.53
4173;4173;1.4;0.04;0.66
4174;4174;1.2;0.04;0.53
4175;4175;5.0;0.035;0.33
4176;4176;1.6;0.042;0.32
4177;4177;18.75;0.057;0.53
4178;4178;6.0;0.033;0.71
4179;4179;9.4;0.057;0.44
4180;4180;9.7;0.044;0.36
4181;4181;4.75;0.034;0.46
4182;4182;5.35;0.029;0.43
4183;4183;6.8;0.047;0.7
4184;4184;6.9;0.038;0.49
4185;4185;1.4;0.033;0.35
4186;4186;0.9;0.031;0.38
4187;4187;1.2;0.042;0.52
4188;4188;1.3;0.037;0.41
4189;4189;2.6;0.027;0.78
4190;4190;12.0;0.056;0.3
4191;4191;9.85;0.055;0.56
4192;4192;3.85;0.042;0.59
4193;4193;2.0;0.04;0.45
4194;4194;1.6;0.035;0.39
4195;4195;7.8;0.046;0.51
4196;4196;1.9;0.04;0.45
4197;4197;10.3;0.047;0.45
4198;4198;1.1;0.031;0.34
4199;4199;2.0;0.045;0.59
4200;4200;4.0;0.038;0.6
4201;4201;1.1;0.064;0.5
4202;4202;10.4;0.06;0.56
4203;4203;6.1;0.032;0.26
4204;4204;1.8;0.037;0.44
4205;4205;4.7;0.039;0.57
4206;4206;1.1;0.047;0.45
4207;4207;6.4;0.033;0.27
4208;4208;8.15;0.035;0.27
4209;4209;4.8;0.056;0.52
4210;4210;1.2;0.039;0.39
4211;4211;1.4;0.036;0.46
4212;4212;7.4;0.041;0.47
4213;4213;1.0;0.057;0.32
4214;4214;15.5;0.036;0.44
4215;4215;8.4;0.042;0.52
4216;4216;2.4;0.042;0.37
4217;4217;3.95;0.038;0.54
4218;4218;19.95;0.032;0.5
4219;4219;2.0;0.052;0.53
4220;4220;3.0;0.036;0.4
4221;4221;14.3;0.054;0.57
4222;4222;4.2;0.04;0.48
4223;4223;1.4;0.029;0.64
4224;4224;3.0;0.031;0.68
4225;4225;4.9;0.042;0.57
4226;4226;2.4;0.036;0.44
4227;4227;10.7;0.046;0.55
4228;4228;11.0;0.041;0.56
4229;4229;1.4;0.046;0.51
4230;4230;1.2;0.043;0.68
4231;4231;12.9;0.032;0.43
4232;4232;10.8;0.03;0.41
4233;4233;1.3;0.031;0.62
4234;4234;2.0;0.044;0.53
4235;4235;1.8;0.036;0.42
4236;4236;1.2;0.05;0.52
4237;4237;7.5;0.038;0.43
4238;4238;9.7;0.048;0.3
4239;4239;3.8;0.038;0.5
4240;4240;7.2;0.048;0.46
4241;4241;6.3;0.028;0.4
4242;4242;0.8;0.024;0.35
4243;4243;8.6;0.053;0.32
4244;4244;6.3;0.036;0.25
4245;4245;3.1;0.034;0.38
4246;4246;7.2;0.046;0.53
4247;4247;7.1;0.048;0.48
4248;4248;6.4;0.036;0.78
4249;4249;14.7;0.045;0.37
4250;4250;1.9;0.032;0.39
4251;4251;1.2;0.146;0.51
4252;4252;4.8;0.029;0.44
4253;4253;1.2;0.031;0.33
4254;4254;3.4;0.024;0.37
4255;4255;4.3;0.03;0.33
4256;4256;8.5;0.036;0.48
4257;4257;1.8;0.031;0.53
4258;4258;19.5;0.039;0.48
4259;4259;19.9;0.039;0.48
4260;4260;8.3;0.029;0.45
4261;4261;1.1;0.022;0.67
4262;4262;16.65;0.044;0.48
4263;4263;0.9;0.023;0.36
4264;4264;6.1;0.042;0.6
4265;4265;10.2;0.037;0.48
4266;4266;3.85;0.031;0.36
4267;4267;4.4;0.032;0.62
4268;4268;4.5;0.05;0.35
4269;4269;3.2;0.028;0.33
4270;4270;9.7;0.036;0.36
4271;4271;4.2;0.029;0.41
4272;4272;4.2;0.031;0.39
4273;4273;1.1;0.035;0.72
4274;4274;5.6;0.033;0.51
4275;4275;1.6;0.027;0.48
4276;4276;1.6;0.036;0.52
4277;4277;1.1;0.027;0.45
4278;4278;14.6;0.048;0.56
4279;4279;2.6;0.035;0.59
4280;4280;1.2;0.038;0.37
4281;4281;7.25;0.028;0.37
4282;4282;6.55;0.026;0.35
4283;4283;7.0;0.023;0.49
4284;4284;1.5;0.037;0.46
4285;4285;1.4;0.041;0.53
4286;4286;1.0;0.032;0.37
4287;4287;4.2;0.044;0.44
4288;4288;17.5;0.042;0.5
4289;4289;1.5;0.037;0.68
4290;4290;1.3;0.053;0.45
4291;4291;3.9;0.043;0.44
4292;4292;4.2;0.044;0.44
4293;4293;7.6;0.049;0.44
4294;4294;1.0;0.031;0.4
4295;4295;1.1;0.034;0.52
4296;4296;11.8;0.042;0.37
4297;4297;1.4;0.033;0.56
4298;4298;9.7;0.053;0.57
4299;4299;12.9;0.049;0.35
4300;4300;1.6;0.039;0.61
4301;4301;7.2;0.038;0.6
4302;4302;7.1;0.027;0.6
4303;4303;1.9;0.017;0.36
4304;4304;8.8;0.056;0.47
4305;4305;7.2;0.047;0.6
4306;4306;1.4;0.047;0.54
4307;4307;14.3;0.044;0.46
4308;4308;1.8;0.046;0.55
4309;4309;1.2;0.037;0.36
4310;4310;11.8;0.041;0.54
4311;4311;0.9;0.041;0.5
4312;4312;12.6;0.044;0.56
4313;4313;26.05;0.031;0.42
4314;4314;4.7;0.04;0.75
4315;4315;6.1;0.029;0.27
4316;4316;5.6;0.117;0.43
4317;4317;5.3;0.117;0.43
4318;4318;5.7;0.118;0.43
4319;4319;8.0;0.036;0.38
4320;4320;17.6;0.045;0.47
4321;4321;8.8;0.021;0.38
4322;4322;1.5;0.02;0.38
4323;4323;1.4;0.02;0.75
4324;4324;4.8;0.018;0.49
4325;4325;2.4;0.014;0.66
4326;4326;3.7;0.017;0.44
4327;4327;4.9;0.047;0.56
4328;4328;5.7;0.052;0.88
4329;4329;2.0;0.046;0.54
4330;4330;5.1;0.039;0.44
4331;4331;4.5;0.031;0.52
4332;4332;3.2;0.037;0.66
4333;4333;6.65;0.032;0.37
4334;4334;1.6;0.035;0.47
4335;4335;4.0;0.037;0.59
4336;4336;17.75;0.06;0.48
4337;4337;1.4;0.036;0.61
4338;4338;7.2;0.047;0.44
4339;4339;5.7;0.038;0.27
4340;4340;8.5;0.03;0.46
4341;4341;11.4;0.035;0.34
4342;4342;5.4;0.043;0.42
4343;4343;2.7;0.036;0.53
4344;4344;4.3;0.032;0.57
4345;4345;1.2;0.049;0.47
4346;4346;1.8;0.05;0.48
4347;4347;1.3;0.034;0.54
4348;4348;5.7;0.035;0.34
4349;4349;11.7;0.038;0.56
4350;4350;11.0;0.03;0.36
4351;4351;1.6;0.029;0.55
4352;4352;11.6;0.044;0.52
4353;4353;6.2;0.025;0.32
4354;4354;1.8;0.032;0.35
4355;4355;1.2;0.029;0.4
4356;4356;1.0;0.053;0.55
4357;4357;2.4;0.049;0.43
4358;4358;1.2;0.029;0.4
4359;4359;8.2;0.032;0.44
4360;4360;18.8;0.085;0.51
4361;4361;9.6;0.037;0.37
4362;4362;12.9;0.044;0.78
4363;4363;9.2;0.027;0.34
4364;4364;1.2;0.051;0.75
4365;4365;8.0;0.028;0.63
4366;4366;1.6;0.087;0.5
4367;4367;12.0;0.03;0.34
4368;4368;2.5;0.04;0.56
4369;4369;4.4;0.027;0.31
4370;4370;8.8;0.027;0.41
4371;4371;1.3;0.053;0.68
4372;4372;12.9;0.044;0.78
4373;4373;1.2;0.036;0.74
4374;4374;1.5;0.076;0.52
4375;4375;18.15;0.05;0.5
4376;4376;13.1;0.05;0.53
4377;4377;1.0;0.037;0.5
4378;4378;1.6;0.041;0.44
4379;4379;11.8;0.088;0.47
4380;4380;1.4;0.039;0.44
4381;4381;1.0;0.02;0.34
4382;4382;10.6;0.045;0.54
4383;4383;10.4;0.049;0.51
4384;4384;1.1;0.028;0.36
4385;4385;7.4;0.036;0.48
4386;4386;1.2;0.041;0.35
4387;4387;3.4;0.053;0.52
4388;4388;8.0;0.038;0.48
4389;4389;2.5;0.024;0.6
4390;4390;2.0;0.068;0.62
4391;4391;2.0;0.069;0.62
4392;4392;6.9;0.036;0.44
4393;4393;1.2;0.051;0.66
4394;4394;9.4;0.028;0.34
4395;4395;2.9;0.03;0.34
4396;4396;5.4;0.028;0.41
4397;4397;1.3;0.044;0.45
4398;4398;20.8;0.035;0.53
4399;4399;10.3;0.041;0.35
4400;4400;1.6;0.029;0.68
4401;4401;13.1;0.042;0.45
4402;4402;1.8;0.16;0.33
4403;4403;8.0;0.026;0.79
4404;4404;1.6;0.167;0.51
4405;4405;1.4;0.034;0.35
4406;4406;14.7;0.051;0.39
4407;4407;1.8;0.04;0.4
4408;4408;10.6;0.07;0.42
4409;4409;12.5;0.055;0.51
4410;4410;6.8;0.051;0.59
4411;4411;2.9;0.039;0.5
4412;4412;1.4;0.04;0.46
4413;4413;1.4;0.042;0.46
4414;4414;2.1;0.026;0.77
4415;4415;7.4;0.015;0.39
4416;4416;5.0;0.016;0.39
4417;4417;2.5;0.028;0.37
4418;4418;6.1;0.025;0.52
4419;4419;2.7;0.017;0.37
4420;4420;12.9;0.033;0.49
4421;4421;13.7;0.035;0.38
4422;4422;2.4;0.014;0.65
4423;4423;9.8;0.042;0.42
4424;4424;1.3;0.009;0.37
4425;4425;12.1;0.04;0.58
4426;4426;6.1;0.018;0.32
4427;4427;7.7;0.04;0.57
4428;4428;1.4;0.022;0.57
4429;4429;7.7;0.022;0.7
4430;4430;6.8;0.02;0.29
4431;4431;9.2;0.018;0.29
4432;4432;8.3;0.05;0.48
4433;4433;17.4;0.064;0.49
4434;4434;2.7;0.027;0.4
4435;4435;12.8;0.037;0.34
4436;4436;8.2;0.043;0.48
4437;4437;8.1;0.044;0.48
4438;4438;8.2;0.047;0.47
4439;4439;8.0;0.051;0.47
4440;4440;11.8;0.043;0.58
4441;4441;12.0;0.049;0.55
4442;4442;1.7;0.046;0.48
4443;4443;13.9;0.056;0.39
4444;4444;10.7;0.098;0.47
4445;4445;2.0;0.057;0.52
4446;4446;2.2;0.042;0.57
4447;4447;1.3;0.036;0.73
4448;4448;1.1;0.033;0.51
4449;4449;6.4;0.042;0.4
4450;4450;6.4;0.041;0.59
4451;4451;6.3;0.042;0.59
4452;4452;15.1;0.06;0.52
4453;4453;2.0;0.052;0.52
4454;4454;12.1;0.049;0.49
4455;4455;8.8;0.042;0.33
4456;4456;8.8;0.045;0.59
4457;4457;5.1;0.036;0.44
4458;4458;6.8;0.034;0.4
4459;4459;3.7;0.039;0.38
4460;4460;12.2;0.042;0.56
4461;4461;5.7;0.033;0.64
4462;4462;8.1;0.052;0.48
4463;4463;2.5;0.042;0.56
4464;4464;4.0;0.034;0.54
4465;4465;1.0;0.053;0.39
4466;4466;5.8;0.035;0.57
4467;4467;10.6;0.034;0.28
4468;4468;3.5;0.086;0.44
4469;4469;16.4;0.058;0.37
4470;4470;4.8;0.052;0.62
4471;4471;3.3;0.052;0.48
4472;4472;1.2;0.05;0.45
4473;4473;2.5;0.028;0.36
4474;4474;8.7;0.036;0.56
4475;4475;1.6;0.032;0.43
4476;4476;4.0;0.028;0.5
4477;4477;16.2;0.055;0.54
4478;4478;9.0;0.023;0.35
4479;4479;1.4;0.194;0.46
4480;4480;7.0;0.047;0.64
4481;4481;3.1;0.03;0.33
4482;4482;1.5;0.037;0.49
4483;4483;4.6;0.031;0.73
4484;4484;4.8;0.03;0.68
4485;4485;4.6;0.032;0.38
4486;4486;2.7;0.049;0.55
4487;4487;6.3;0.039;0.31
4488;4488;7.2;0.048;0.37
4489;4489;12.4;0.054;0.47
4490;4490;6.6;0.045;0.34
4491;4491;4.0;0.038;0.53
4492;4492;4.8;0.04;0.56
4493;4493;1.3;0.048;0.55
4494;4494;11.1;0.056;0.36
4495;4495;9.8;0.055;0.4
4496;4496;13.3;0.054;0.49
4497;4497;11.7;0.094;0.51
4498;4498;8.0;0.062;0.5
4499;4499;1.6;0.057;0.44
4500;4500;16.55;0.059;0.38
4501;4501;1.5;0.053;0.5
4502;4502;10.2;0.069;0.49
4503;4503;6.6;0.054;0.28
4504;4504;17.8;0.047;0.45
4505;4505;1.5;0.049;0.52
4506;4506;7.4;0.045;0.55
4507;4507;2.0;0.029;0.63
4508;4508;12.1;0.046;0.37
4509;4509;8.2;0.043;0.31
4510;4510;8.7;0.036;0.39
4511;4511;3.5;0.044;0.39
4512;4512;6.4;0.031;0.46
4513;4513;2.1;0.021;0.45
4514;4514;7.7;0.038;0.56
4515;4515;12.3;0.035;0.57
4516;4516;1.3;0.035;0.55
4517;4517;1.1;0.013;0.36
4518;4518;2.8;0.144;0.64
4519;4519;3.5;0.071;0.38
4520;4520;1.9;0.036;0.83
4521;4521;3.8;0.036;0.63
4522;4522;2.4;0.038;0.36
4523;4523;4.8;0.037;0.43
4524;4524;6.2;0.04;0.27
4525;4525;1.3;0.149;0.42
4526;4526;1.5;0.054;0.48
4527;4527;1.9;0.036;0.83
4528;4528;7.9;0.056;0.52
4529;4529;1.6;0.037;0.4
4530;4530;1.4;0.035;0.4
4531;4531;2.6;0.05;0.53
4532;4532;14.8;0.057;0.57
4533;4533;0.9;0.045;0.39
4534;4534;1.2;0.031;0.31
4535;4535;9.9;0.056;0.33
4536;4536;3.9;0.046;0.31
4537;4537;15.6;0.063;0.56
4538;4538;1.5;0.03;0.41
4539;4539;1.6;0.036;0.41
4540;4540;7.8;0.05;0.6
4541;4541;5.6;0.039;0.52
4542;4542;1.3;0.04;0.53
4543;4543;16.7;0.046;0.56
4544;4544;7.95;0.042;0.61
4545;4545;6.7;0.185;0.42
4546;4546;1.1;0.04;0.6
4547;4547;6.3;0.048;0.6
4548;4548;8.9;0.053;0.5
4549;4549;1.0;0.068;0.4
4550;4550;1.5;0.053;0.47
4551;4551;6.6;0.046;0.58
4552;4552;6.2;0.048;0.6
4553;4553;2.1;0.042;0.42
4554;4554;2.2;0.042;0.44
4555;4555;5.4;0.045;0.45
4556;4556;17.9;0.066;0.51
4557;4557;2.6;0.043;0.47
4558;4558;1.3;0.038;0.54
4559;4559;2.3;0.05;0.46
4560;4560;4.3;0.026;0.48
4561;4561;7.1;0.048;0.41
4562;4562;11.9;0.04;0.54
4563;4563;11.7;0.084;0.51
4564;4564;5.8;0.032;0.53
4565;4565;3.8;0.044;0.44
4566;4566;12.4;0.056;0.52
4567;4567;6.5;0.05;0.55
4568;4568;7.1;0.048;0.41
4569;4569;7.6;0.049;0.54
4570;4570;7.9;0.049;0.51
4571;4571;2.8;0.034;0.49
4572;4572;10.6;0.035;0.49
4573;4573;1.5;0.175;0.56
4574;4574;1.7;0.033;0.81
4575;4575;7.6;0.025;0.65
4576;4576;7.5;0.03;0.38
4577;4577;1.7;0.04;0.59
4578;4578;1.7;0.034;0.59
4579;4579;12.1;0.035;0.4
4580;4580;4.5;0.036;0.76
4581;4581;8.0;0.043;0.42
4582;4582;8.6;0.044;0.37
4583;4583;14.6;0.048;0.71
4584;4584;1.6;0.048;0.43
4585;4585;1.1;0.06;0.39
4586;4586;3.7;0.041;0.57
4587;4587;8.9;0.048;0.54
4588;4588;4.7;0.038;0.72
4589;4589;3.1;0.041;0.39
4590;4590;5.8;0.053;0.98
4591;4591;1.0;0.062;0.4
4592;4592;15.8;0.052;0.45
4593;4593;1.5;0.047;0.72
4594;4594;5.2;0.042;0.5
4595;4595;2.5;0.037;0.58
4596;4596;5.9;0.054;0.57
4597;4597;3.1;0.044;0.6
4598;4598;11.5;0.051;0.56
4599;4599;18.0;0.054;0.61
4600;4600;4.8;0.054;0.5
4601;4601;8.5;0.055;0.52
4602;4602;1.6;0.037;0.51
4603;4603;18.0;0.054;0.61
4604;4604;5.9;0.056;0.46
4605;4605;1.1;0.062;0.4
4606;4606;13.1;0.033;0.79
4607;4607;4.1;0.046;0.56
4608;4608;2.9;0.029;0.6
4609;4609;1.1;0.052;0.54
4610;4610;1.5;0.029;0.46
4611;4611;7.75;0.031;0.46
4612;4612;1.15;0.023;0.38
4613;4613;1.0;0.06;0.41
4614;4614;17.8;0.034;0.53
4615;4615;5.7;0.021;0.62
4616;4616;7.4;0.032;0.58
4617;4617;1.4;0.041;0.48
4618;4618;1.4;0.044;0.46
4619;4619;4.4;0.033;0.47
4620;4620;1.6;0.052;0.5
4621;4621;7.9;0.053;0.52
4622;4622;15.5;0.05;0.43
4623;4623;17.55;0.05;0.43
4624;4624;13.5;0.038;0.63
4625;4625;1.3;0.034;0.58
4626;4626;11.6;0.028;0.38
4627;4627;13.15;0.032;0.51
4628;4628;1.9;0.036;0.54
4629;4629;6.1;0.048;0.42
4630;4630;1.9;0.036;0.49
4631;4631;1.9;0.09;0.41
4632;4632;1.6;0.032;0.42
4633;4633;11.3;0.029;0.78
4634;4634;8.4;0.057;0.36
4635;4635;8.3;0.062;0.72
4636;4636;12.2;0.049;0.37
4637;4637;8.0;0.048;0.51
4638;4638;1.3;0.048;0.46
4639;4639;12.7;0.043;0.82
4640;4640;1.3;0.054;0.39
4641;4641;10.5;0.06;0.38
4642;4642;12.5;0.049;0.45
4643;4643;9.6;0.05;0.46
4644;4644;1.5;0.044;0.59
4645;4645;1.5;0.044;0.57
4646;4646;7.8;0.052;0.38
4647;4647;10.8;0.05;0.5
4648;4648;12.5;0.049;0.45
4649;4649;8.6;0.046;0.53
4650;4650;1.2;0.052;0.44
4651;4651;14.5;0.048;0.3
4652;4652;3.7;0.048;0.45
4653;4653;1.1;0.058;0.38
4654;4654;1.1;0.059;0.38
4655;4655;3.8;0.047;0.46
4656;4656;4.6;0.098;0.49
4657;4657;10.2;0.07;0.46
4658;4658;7.9;0.057;0.36
4659;4659;2.4;0.059;0.4
4660;4660;10.7;0.11;0.41
4661;4661;4.9;0.03;0.58
4662;4662;1.1;0.054;0.55
4663;4663;5.6;0.046;0.38
4664;4664;14.2;0.037;0.38
4665;4665;9.5;0.057;0.42
4666;4666;4.1;0.03;0.38
4667;4667;4.7;0.035;0.36
4668;4668;1.4;0.039;0.47
4669;4669;0.9;0.041;0.62
4670;4670;20.3;0.037;0.38
4671;4671;3.5;0.035;0.38
4672;4672;2.7;0.043;0.76
4673;4673;1.2;0.053;0.38
4674;4674;1.2;0.04;0.56
4675;4675;2.0;0.041;0.56
4676;4676;1.1;0.041;0.57
4677;4677;1.5;0.046;0.45
4678;4678;1.2;0.041;0.45
4679;4679;18.1;0.069;0.5
4680;4680;3.6;0.046;0.34
4681;4681;3.5;0.046;0.31
4682;4682;12.1;0.049;0.44
4683;4683;17.45;0.054;0.6
4684;4684;12.1;0.059;0.56
4685;4685;3.0;0.095;0.63
4686;4686;1.6;0.052;0.5
4687;4687;5.7;0.048;0.54
4688;4688;5.6;0.047;0.54
4689;4689;6.8;0.059;0.56
4690;4690;15.6;0.054;0.56
4691;4691;6.0;0.02;0.29
4692;4692;1.8;0.032;0.62
4693;4693;8.6;0.048;0.36
4694;4694;11.5;0.04;0.31
4695;4695;7.8;0.038;0.34
4696;4696;2.4;0.046;0.73
4697;4697;5.0;0.035;0.48
4698;4698;1.5;0.041;0.39
4699;4699;5.4;0.054;0.54
4700;4700;11.9;0.052;0.58
4701;4701;9.0;0.051;0.53
4702;4702;10.0;0.055;0.35
4703;4703;11.9;0.052;0.58
4704;4704;15.5;0.064;0.41
4705;4705;15.0;0.055;0.53
4706;4706;1.4;0.038;0.29
4707;4707;9.4;0.046;0.61
4708;4708;3.7;0.032;0.67
4709;4709;1.4;0.049;0.45
4710;4710;6.5;0.048;0.45
4711;4711;6.3;0.047;0.44
4712;4712;13.7;0.056;0.44
4713;4713;1.5;0.061;0.46
4714;4714;1.6;0.063;0.5
4715;4715;1.4;0.05;0.48
4716;4716;3.5;0.044;0.37
4717;4717;1.0;0.04;0.4
4718;4718;1.4;0.039;0.41
4719;4719;1.5;0.035;0.36
4720;4720;1.6;0.04;0.66
4721;4721;5.2;0.06;0.57
4722;4722;1.4;0.174;0.5
4723;4723;11.9;0.05;0.58
4724;4724;2.4;0.048;0.54
4725;4725;3.2;0.049;0.69
4726;4726;1.7;0.037;0.66
4727;4727;4.2;0.038;0.42
4728;4728;15.4;0.052;0.69
4729;4729;13.0;0.053;0.5
4730;4730;5.6;0.039;0.52
4731;4731;9.7;0.055;0.65
4732;4732;2.5;0.041;0.61
4733;4733;4.0;0.04;0.64
4734;4734;1.2;0.043;0.68
4735;4735;2.0;0.037;0.5
4736;4736;1.2;0.048;0.62
4737;4737;5.1;0.097;0.46
4738;4738;1.4;0.04;0.33
4739;4739;1.2;0.05;0.45
4740;4740;6.5;0.044;0.33
4741;4741;1.3;0.045;0.44
4742;4742;2.7;0.04;0.38
4743;4743;1.3;0.036;0.35
4744;4744;7.4;0.053;0.53
4745;4745;12.9;0.049;0.45
4746;4746;1.2;0.044;0.43
4747;4747;2.6;0.033;0.34
4748;4748;2.3;0.044;0.46
4749;4749;1.3;0.054;0.43
4750;4750;10.5;0.044;0.5
4751;4751;14.4;0.05;0.41
4752;4752;1.2;0.036;0.56
4753;4753;3.1;0.023;0.51
4754;4754;1.7;0.024;0.6
4755;4755;6.0;0.05;0.54
4756;4756;11.8;0.041;0.49
4757;4757;6.2;0.052;0.39
4758;4758;1.4;0.142;0.52
4759;4759;12.1;0.056;0.5
4760;4760;3.9;0.06;0.34
4761;4761;4.6;0.041;0.74
4762;4762;1.2;0.046;0.53
4763;4763;8.1;0.038;0.29
4764;4764;1.1;0.029;0.48
4765;4765;6.5;0.029;0.44
